Athlete_Key,Name,Sex,Age,Height,Weight,Team,NOC,Region_Country,Age_Group
275,Abdullah Roaei Al-Mabrouk,M,19.0,167.0,55.0,SAUDI ARABIA,KSA,Saudi Arabia,<20
276,Abdullah Said Al-Sooli,M,25.0,172.0,73.0,OMAN,OMA,Oman,20-25
277,Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,OMAN,OMA,Oman,26-30
278,Abdullah Salem Al-Khalidi,M,34.0,170.0,66.0,OMAN,OMA,Oman,30+
279,Abdullah Salim Al-Barwani,M,25.0,161.0,65.0,OMAN,OMA,Oman,20-25
280,Abdullah Salim Saif Al-Hussini,M,25.0,163.0,65.0,OMAN,OMA,Oman,20-25
281,Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,OMAN,OMA,Oman,20-25
282,Abdulqdir Abdullayev,M,28.0,188.0,91.0,AZERBAIJAN,AZE,Azerbaijan,26-30
283,Abdulrahman Al-Faihan,M,30.0,175.0,70.0,INDIVIDUAL OLYMPIC ATHLETES,IOA,Individual Olympic Athletes,26-30
284,Abdulsalam Al-Gadabi,M,30.0,175.0,70.0,YEMEN,YEM,Yemen,26-30
285,Abdurahman Ali,M,21.0,175.0,70.0,PHILIPPINES,PHI,Philippines,20-25
286,Abeba Aregawi Gebretsadik,F,22.0,170.0,52.0,ETHIOPIA,ETH,Ethiopia,20-25
287,Abebe Bikila,M,28.0,177.0,57.0,ETHIOPIA,ETH,Ethiopia,26-30
288,Abebe Bikila,M,32.0,177.0,57.0,ETHIOPIA,ETH,Ethiopia,30+
289,Abebe Bikila,M,36.0,177.0,57.0,ETHIOPIA,ETH,Ethiopia,30+
290,Abeer Essawy,F,17.0,163.0,57.0,EGYPT,EGY,Egypt,<20
291,"Abel ""Abe"" Bekker",M,25.0,170.0,57.0,RHODESIA,RHO,Zimbabwe,20-25
292,Abel Aferalign,M,20.0,169.0,54.0,ETHIOPIA,ETH,Ethiopia,20-25
293,Abel Antn Rodrigo,M,25.0,178.0,61.0,SPAIN,ESP,Spain,20-25
294,Abel Antn Rodrigo,M,29.0,178.0,61.0,SPAIN,ESP,Spain,26-30
295,Abel Antn Rodrigo,M,33.0,178.0,61.0,SPAIN,ESP,Spain,30+
296,Abel Antn Rodrigo,M,37.0,178.0,61.0,SPAIN,ESP,Spain,30+
297,Abel Carlos Da Silva Braga,M,19.0,190.0,73.0,BRAZIL,BRA,Brazil,<20
298,Abel Chimukoko,M,31.0,186.0,70.0,ZIMBABWE,ZIM,Zimbabwe,30+
299,Abel Csar Almaraz,M,22.0,152.0,54.0,ARGENTINA,ARG,Argentina,20-25
300,Abel Driggs Santos,M,28.0,170.0,74.0,CUBA,CUB,Cuba,26-30
301,Abelardo Castro Ramrez,M,25.0,175.0,70.0,CHILE,CHI,Chile,20-25
302,Abelardo Cuevas Rodrguez,M,25.0,175.0,70.0,CUBA,CUB,Cuba,20-25
303,Abelardo Fernndez Antua,M,22.0,175.0,70.0,SPAIN,ESP,Spain,20-25
304,Abha Dhillan,F,38.0,175.0,70.0,INDIA,IND,India,30+
305,Abhinav Bindra,M,17.0,173.0,70.0,INDIA,IND,India,<20
306,Abhinav Bindra,M,21.0,173.0,70.0,INDIA,IND,India,20-25
307,Abhinav Bindra,M,25.0,173.0,70.0,INDIA,IND,India,20-25
308,Abhinav Bindra,M,29.0,173.0,70.0,INDIA,IND,India,26-30
309,Abhinav Bindra,M,33.0,173.0,70.0,INDIA,IND,India,30+
310,"Abigail ""Abbey"" D'Agostino",F,24.0,160.0,50.0,UNITED STATES,USA,USA,20-25
311,"Abigail ""Abbie"" Brown",F,20.0,176.0,71.0,GREAT BRITAIN,GBR,UK,20-25
312,"Abigail E. ""Abbi"" Fisher (-Gould)",F,18.0,167.0,55.0,UNITED STATES,USA,USA,<20
313,"Abigail E. ""Abbi"" Fisher (-Gould)",F,22.0,167.0,55.0,UNITED STATES,USA,USA,20-25
314,Abigail Susan E. Edmonds,F,21.0,172.0,70.0,GREAT BRITAIN,GBR,UK,20-25
315,Abir Abdulrahman Khalil Mahmoud Khalil,F,16.0,162.0,72.0,EGYPT,EGY,Egypt,<20
316,Abir Abdulrahman Khalil Mahmoud Khalil,F,20.0,162.0,72.0,EGYPT,EGY,Egypt,20-25
317,Ablio Almeida Cabral,M,20.0,169.0,57.0,ANGOLA,ANG,Angola,20-25
318,Ablio Antnio Gonalves Brando,M,25.0,175.0,70.0,PORTUGAL,POR,Portugal,20-25
319,Abolfazl Anvari,M,30.0,195.0,105.0,IRAN,IRI,Iran,26-30
320,Abolfazl Anvari,M,34.0,195.0,105.0,IRAN,IRI,Iran,30+
321,Abou Rejaile Bechara,M,25.0,175.0,70.0,LEBANON,LIB,Lebanon,20-25
322,Aboubacar Diallo,M,20.0,172.0,64.0,GUINEA,GUI,Guinea,20-25
323,Aboubakry Dia,M,29.0,175.0,70.0,SENEGAL,SEN,Senegal,26-30
324,Abouelfetoh Abdelrazek,M,21.0,175.0,70.0,EGYPT,EGY,Egypt,20-25
325,Abouhalima Muhammad Al-Sa'Id Abdallah Abouhalima,M,18.0,153.0,55.0,EGYPT,EGY,Egypt,<20
326,Aboukar Hassan Adani,M,20.0,165.0,59.0,SOMALIA,SOM,Somalia,20-25
327,Aboukar Hassan Adani,M,28.0,165.0,59.0,SOMALIA,SOM,Somalia,26-30
328,"Abraham ""Bram"" Charit",M,30.0,175.0,102.5,NETHERLANDS,NED,Netherlands,26-30
329,"Abraham ""Bram"" Charit",M,34.0,175.0,102.5,NETHERLANDS,NED,Netherlands,30+
330,Abraham Assefa,M,23.0,165.0,51.0,ETHIOPIA,ETH,Ethiopia,20-25
331,Abraham Chebii Koskei,M,24.0,172.0,63.0,KENYA,KEN,Kenya,20-25
332,Abraham Chepkirwok,M,19.0,176.0,62.0,UGANDA,UGA,Uganda,<20
333,Abraham D'Oliveira,M,27.0,175.0,70.0,NETHERLANDS,NED,Netherlands,26-30
334,"Abraham Everardus ""Biem"" Dudok Van Heel",M,30.0,172.0,70.0,JOY,NED,Netherlands,26-30
335,"Abraham Everardus ""Biem"" Dudok Van Heel",M,34.0,172.0,70.0,THALATTA,NED,Netherlands,30+
336,"Abraham Everardus ""Biem"" Dudok Van Heel",M,42.0,172.0,70.0,TRINTEL II,NED,Netherlands,30+
337,Abraham Fernndez Martnez,M,24.0,175.0,70.0,SPAIN,ESP,Spain,20-25
338,"Abraham Leonardus ""Bram"" Appel",M,26.0,175.0,70.0,NETHERLANDS,NED,Netherlands,26-30
339,Abraham Naibei Cheroben,M,23.0,176.0,60.0,BAHRAIN,BRN,Bahrain,20-25
340,"Abram Dreyer ""Abe"" Cohen",M,32.0,190.0,90.0,UNITED STATES,USA,USA,30+
341,Abramo Albini,M,20.0,180.0,83.0,ITALY,ITA,Italy,20-25
342,Abramo Albini,M,24.0,180.0,83.0,ITALY,ITA,Italy,20-25
343,Abrar Osman Adem,M,18.0,168.0,58.0,ERITREA,ERI,Eritrea,<20
344,Abrar Osman Adem,M,22.0,168.0,58.0,ERITREA,ERI,Eritrea,20-25
345,Abreham Cherkos Feleke,M,18.0,158.0,52.0,ETHIOPIA,ETH,Ethiopia,<20
346,Abu Duah,M,18.0,172.0,70.0,GHANA,GHA,Ghana,<20
347,Abu Duah,M,22.0,172.0,70.0,GHANA,GHA,Ghana,20-25
348,Abu Sofiane Draouci,M,24.0,180.0,76.0,ALGERIA,ALG,Algeria,20-25
349,Abu Sofiane Draouci,M,28.0,180.0,76.0,ALGERIA,ALG,Algeria,26-30
350,Abubakar Abbas Abbas,M,20.0,175.0,66.0,BAHRAIN,BRN,Bahrain,20-25
351,Abubakar Sadiq Abdullahi,M,28.0,175.0,70.0,NIGERIA,NGR,Nigeria,26-30
352,Abudoureheman,M,22.0,182.0,75.0,CHINA,CHN,China,20-25
353,Abzal Abaytovich Azhgaliyev,M,21.0,174.0,70.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
354,Acee Blue Eagle,M,24.0,175.0,70.0,UNITED STATES,USA,USA,20-25
355,Achad Arifin,M,25.0,175.0,70.0,INDONESIA,INA,Indonesia,20-25
356,Achille Alberto Bacher,M,23.0,175.0,70.0,ITALY,ITA,Italy,20-25
357,Achille Canna,M,19.0,190.0,76.0,ITALY,ITA,Italy,<20
358,Achille Canna,M,28.0,190.0,76.0,ITALY,ITA,Italy,26-30
359,Achim Bellmann,M,27.0,176.0,63.0,WEST GERMANY,FRG,Germany,26-30
360,Achmad Dimyati,M,21.0,175.0,70.0,INDONESIA,INA,Indonesia,20-25
361,Acio Morrot Coelho,M,23.0,175.0,70.0,BRAZIL,BRA,Brazil,20-25
362,Ada Diop,F,29.0,164.0,59.0,SENEGAL,SEN,Senegal,26-30
363,Ada Diop,F,33.0,164.0,59.0,SENEGAL,SEN,Senegal,30+
364,Ada Fall,F,29.0,193.0,95.0,SENEGAL,SEN,Senegal,26-30
365,Ada Menezes Dos Santos,F,27.0,173.0,68.0,BRAZIL,BRA,Brazil,26-30
366,Ada Menezes Dos Santos,F,31.0,173.0,68.0,BRAZIL,BRA,Brazil,30+
367,Adalbert Agh,M,26.0,186.0,90.0,ROMANIA,ROU,Romania,26-30
368,Adalbert Covaci,M,25.0,173.0,74.0,ROMANIA,ROU,Romania,20-25
369,Adalbert Dickhut,M,29.0,175.0,70.0,GERMANY,GER,Germany,26-30
370,Adalberto Cardoso,M,26.0,175.0,70.0,BRAZIL,BRA,Brazil,26-30
371,Adalberto Pereira Da Silva,M,25.0,189.0,105.0,BRAZIL,BRA,Brazil,20-25
372,Adalberts Bubenko,M,26.0,175.0,70.0,LATVIA,LAT,Latvia,26-30
373,Adam,M,25.0,175.0,70.0,FRANCE,FRA,France,20-25
374,Adam Antes,M,40.0,175.0,70.0,GERMANY,GER,Germany,30+
375,Adam Assimi,M,25.0,175.0,70.0,BENIN,BEN,Benin,20-25
376,Adam Barclay,M,24.0,179.0,98.0,AUSTRALIA,AUS,Australia,20-25
377,Adam Barclay,M,28.0,179.0,98.0,AUSTRALIA,AUS,Australia,26-30
378,Adam Barwood,M,21.0,185.0,82.0,NEW ZEALAND,NZL,New Zealand,20-25
379,Adam Batirov,M,31.0,165.0,71.0,BAHRAIN,BRN,Bahrain,30+
380,Adam Bischof,M,32.0,175.0,70.0,AUSTRIA,AUT,Austria,30+
381,Adam Brodecki,M,22.0,179.0,70.0,POLAND,POL,Poland,20-25
382,Adam Burton,M,28.0,177.0,85.0,AUSTRALIA,AUS,Australia,26-30
383,Adam Cielar,M,21.0,175.0,57.0,POLAND,POL,Poland,20-25
384,Adam Clawson,M,19.0,185.0,77.0,UNITED STATES,USA,USA,<20
385,Adam Clawson,M,23.0,185.0,77.0,UNITED STATES,USA,USA,20-25
386,Adam Craig,M,16.0,180.0,75.0,UNITED STATES,USA,USA,<20
387,Adam Cwalina,M,27.0,187.0,81.0,POLAND,POL,Poland,26-30
388,Adam Cwalina,M,31.0,187.0,81.0,POLAND,POL,Poland,30+
389,Adam David Commens,M,24.0,166.0,74.0,AUSTRALIA,AUS,Australia,20-25
390,Adam Dolatowski,M,22.0,182.0,76.0,POLAND,POL,Poland,20-25
391,Adam Edward Basil,M,29.0,176.0,76.0,AUSTRALIA,AUS,Australia,26-30
392,Adam Enright,M,26.0,178.0,79.0,CANADA,CAN,Canada,26-30
393,Adam Eucharyst Adamczyk,M,21.0,173.0,80.0,POLAND,POL,Poland,20-25
394,Adam Eucharyst Adamczyk,M,25.0,173.0,80.0,POLAND,POL,Poland,20-25
395,Adam Faul,M,19.0,175.0,70.0,CANADA,CAN,Canada,<20
396,Adam Graham Dixon,M,29.0,169.0,70.0,GREAT BRITAIN,GBR,UK,26-30
397,Adam Jay Federici,M,23.0,188.0,90.0,AUSTRALIA,AUS,Australia,20-25
398,Adam Paul Faulkner,M,18.0,186.0,76.0,GREAT BRITAIN,GBR,UK,<20
399,Adam Paul Faulkner,M,22.0,186.0,76.0,GREAT BRITAIN,GBR,UK,20-25
400,Adam Pawe Bronikowski,M,22.0,201.0,94.0,POLAND,POL,Poland,20-25
401,Adam Pawe Bronikowski,M,26.0,201.0,94.0,POLAND,POL,Poland,26-30
402,Adam Richard Deadmarsh,M,22.0,183.0,89.0,UNITED STATES,USA,USA,20-25
403,Adam Richard Deadmarsh,M,26.0,183.0,89.0,UNITED STATES,USA,USA,26-30
404,Adam Thorp Brown,M,19.0,196.0,95.0,GREAT BRITAIN,GBR,UK,<20
405,Adam Thorp Brown,M,23.0,196.0,95.0,GREAT BRITAIN,GBR,UK,20-25
406,Adama Damballey,M,25.0,175.0,74.0,GAMBIA,GAM,Gambia,20-25
407,Adama Diakhat,F,30.0,178.0,65.0,SENEGAL,SEN,Senegal,26-30
408,Adama Diatta,M,19.0,165.0,57.0,SENEGAL,SEN,Senegal,<20
409,Adama Diatta,M,27.0,165.0,57.0,SENEGAL,SEN,Senegal,26-30
410,Adama Fall,M,25.0,172.0,72.0,SENEGAL,SEN,Senegal,20-25
411,Adamo Bozzani,M,16.0,175.0,70.0,ITALY,ITA,Italy,<20
412,Adamou Allassane,M,23.0,180.0,65.0,NIGER,NIG,Niger,20-25
413,Adan Derya Erke,F,16.0,163.0,59.0,TURKEY,TUR,Turkey,<20
414,Adan Derya Erke,F,20.0,163.0,59.0,TURKEY,TUR,Turkey,20-25
415,Adauto Donizete Domingues,M,27.0,173.0,62.0,BRAZIL,BRA,Brazil,26-30
416,Addis Abebe,M,21.0,160.0,50.0,ETHIOPIA,ETH,Ethiopia,20-25
417,Addison Brian Dale,M,37.0,180.0,91.0,ZIMBABWE,ZIM,Zimbabwe,30+
418,Addy Elizabeth Bucek,F,31.0,174.0,62.0,AUSTRALIA,AUS,Australia,30+
419,Addy Elizabeth Bucek,F,35.0,174.0,62.0,AUSTRALIA,AUS,Australia,30+
420,Ade Franci Alleyne-Forte,M,23.0,180.0,73.0,TRINIDAD AND TOBAGO,TTO,Trinidad,20-25
421,Adegboyega Folaranmi Adedoyin,M,25.0,175.0,70.0,GREAT BRITAIN,GBR,UK,20-25
422,Adel Ahmed El-Mahmour,M,25.0,175.0,70.0,EGYPT,EGY,Egypt,20-25
423,Adel Al-Anezi,M,23.0,163.0,57.0,KUWAIT,KUW,Kuwait,20-25
424,Adel Al-Chbouki,M,29.0,178.0,73.0,MOROCCO,MAR,Morocco,26-30
425,Adel Al-Ghaith,M,25.0,178.0,72.0,KUWAIT,KUW,Kuwait,20-25
426,Adel Al-Kahham,M,23.0,175.0,70.0,KUWAIT,KUW,Kuwait,20-25
427,Adel Al-Najadah,M,18.0,173.0,71.0,KUWAIT,KUW,Kuwait,<20
428,Adel Al-Najadah,M,22.0,173.0,71.0,KUWAIT,KUW,Kuwait,20-25
429,Adel El-Moalem,M,17.0,174.0,73.0,EGYPT,EGY,Egypt,<20
430,Adel El-Moalem,M,21.0,174.0,73.0,EGYPT,EGY,Egypt,20-25
431,Adel El-Sharkawy,M,25.0,175.0,70.0,EGYPT,EGY,Egypt,20-25
432,Adel Mohamed Adili,M,21.0,176.0,65.0,LIBYA,LBA,Libya,20-25
433,Adel Mohamed Adili,M,26.0,176.0,65.0,LIBYA,LBA,Libya,26-30
434,Adel Mohamed Al-Jabrin,M,20.0,170.0,64.0,SAUDI ARABIA,KSA,Saudi Arabia,20-25
435,Adel Mulla Al-Mulla,M,21.0,175.0,70.0,QATAR,QAT,Qatar,20-25
436,"Adelade Henriette ""Ada"" Den Haan (-Swinkels)",F,19.0,180.0,80.0,NETHERLANDS,NED,Netherlands,<20
437,Adelaide Harriet Matilda Boddam-Whetham (Manning-),F,47.0,175.0,70.0,GREAT BRITAIN,GBR,UK,30+
438,Adele Du Plooy,F,27.0,168.0,68.0,SOUTH AFRICA,RSA,South Africa,26-30
439,Adelina Maria Cojocariu-Bogus,F,23.0,186.0,75.0,ROMANIA,ROU,Romania,20-25
440,Adelina Maria Cojocariu-Bogus,F,27.0,186.0,75.0,ROMANIA,ROU,Romania,26-30
441,Adeline Baud (-Mugnier),F,21.0,162.0,56.0,FRANCE,FRA,France,20-25
442,Adelmo Bulgarelli,M,24.0,184.0,101.0,ITALY,ITA,Italy,20-25
443,Adelmo Bulgarelli,M,28.0,184.0,101.0,ITALY,ITA,Italy,26-30
444,Adelmo Bulgarelli,M,32.0,184.0,101.0,ITALY,ITA,Italy,30+
445,Adem Bereket,M,27.0,175.0,76.0,TURKEY,TUR,Turkey,26-30
446,Adem Boudjemline,M,22.0,180.0,85.0,ALGERIA,ALG,Algeria,20-25
447,Ademar Alberto Novo Caballero,M,17.0,175.0,70.0,BRAZIL,BRA,Brazil,<20
448,Ademar Francisco Caravetti,M,19.0,175.0,70.0,BRAZIL,BRA,Brazil,<20
449,"Ademir ""China"" Ueta",M,20.0,167.0,64.0,BRAZIL,BRA,Brazil,20-25
450,Ademir Roque Kaefer,M,24.0,179.0,74.0,BRAZIL,BRA,Brazil,20-25
451,Ademir Roque Kaefer,M,28.0,179.0,74.0,BRAZIL,BRA,Brazil,26-30
452,Ademola Adeshina,M,24.0,175.0,70.0,NIGERIA,NGR,Nigeria,20-25
453,Adenzia Aparecida Ferreira Da Silva,F,25.0,187.0,65.0,BRAZIL,BRA,Brazil,20-25
454,Adenzia Aparecida Ferreira Da Silva,F,29.0,187.0,65.0,BRAZIL,BRA,Brazil,26-30
455,Adeola Aboyade-Cole,M,22.0,193.0,78.0,NIGERIA,NGR,Nigeria,20-25
456,"Adeola Adedokun ""Ade"" Dagunduro",M,26.0,196.0,70.0,NIGERIA,NGR,Nigeria,26-30
457,Adeoye Adetunji,M,22.0,174.0,71.0,NIGERIA,NGR,Nigeria,20-25
458,Aderval Luiz Arvani,M,23.0,189.0,85.0,BRAZIL,BRA,Brazil,20-25
459,Adevaldo Virglio Netto,M,21.0,175.0,70.0,BRAZIL,BRA,Brazil,20-25
460,Adevildo De Marchi,M,26.0,175.0,70.0,ITALY,ITA,Italy,26-30
461,Adewale Adegbusi,M,30.0,175.0,67.0,NIGERIA,NGR,Nigeria,26-30
462,Adeyemi Abayomi,M,25.0,170.0,51.0,NIGERIA,NGR,Nigeria,20-25
463,Adhemar Canavessi,M,24.0,175.0,70.0,URUGUAY,URU,Uruguay,20-25
464,Adhemar Ferreira Da Silva,M,20.0,178.0,69.0,BRAZIL,BRA,Brazil,20-25
465,Adhemar Ferreira Da Silva,M,24.0,178.0,69.0,BRAZIL,BRA,Brazil,20-25
466,Adhemar Ferreira Da Silva,M,29.0,178.0,69.0,BRAZIL,BRA,Brazil,26-30
467,Adhemar Ferreira Da Silva,M,32.0,178.0,69.0,BRAZIL,BRA,Brazil,30+
468,Adi Maia Bichman,F,17.0,165.0,60.0,ISRAEL,ISR,Israel,<20
469,Adil Atan,M,23.0,190.0,70.0,TURKEY,TUR,Turkey,20-25
470,Adil Atan,M,27.0,190.0,70.0,TURKEY,TUR,Turkey,26-30
471,Adil Baig,M,25.0,177.0,66.0,PAKISTAN,PAK,Pakistan,20-25
472,Adil Bel Gaid,M,25.0,183.0,81.0,MOROCCO,MAR,Morocco,20-25
473,Adil Bel Gaid,M,29.0,183.0,81.0,MOROCCO,MAR,Morocco,26-30
474,Adil Bel Gaid,M,33.0,183.0,81.0,MOROCCO,MAR,Morocco,30+
475,Adil Bellaz,M,23.0,170.0,78.0,MOROCCO,MAR,Morocco,20-25
476,Adil Candemir,M,25.0,175.0,70.0,TURKEY,TUR,Turkey,20-25
477,Adilson De Freitas Nascimento,M,20.0,195.0,88.0,BRAZIL,BRA,Brazil,20-25
478,Adilson De Freitas Nascimento,M,28.0,195.0,88.0,BRAZIL,BRA,Brazil,26-30
479,Adilson De Freitas Nascimento,M,32.0,195.0,88.0,BRAZIL,BRA,Brazil,30+
480,Adilson Jos Da Silva,M,44.0,175.0,75.0,BRAZIL,BRA,Brazil,30+
481,Adina Anton,F,19.0,172.0,58.0,ROMANIA,ROU,Romania,<20
482,Aditi Ashok,F,18.0,173.0,57.0,INDIA,IND,India,<20
483,Adiyasambuu Tsolmon,F,23.0,165.0,65.0,MONGOLIA,MGL,Mongolia,20-25
484,Adja Marieme Diop,F,23.0,184.0,110.0,SENEGAL,SEN,Senegal,20-25
485,Adkhamdzhon Akhilov,M,20.0,169.0,54.0,UZBEKISTAN,UZB,Uzbekistan,20-25
486,Adkhamdzhon Akhilov,M,24.0,169.0,54.0,UZBEKISTAN,UZB,Uzbekistan,20-25
487,Adlan Aliyevich Abdurashidov,M,26.0,172.0,60.0,RUSSIA,RUS,Russia,26-30
488,Adle Christiaens,F,27.0,175.0,70.0,BELGIUM,BEL,Belgium,26-30
489,Adle Christiaens,F,39.0,175.0,70.0,BELGIUM,BEL,Belgium,30+
490,Adler Capelli,M,18.0,180.0,77.0,ITALY,ITA,Italy,<20
491,Adler Capelli,M,22.0,180.0,77.0,ITALY,ITA,Italy,20-25
492,Adler Capelli,M,26.0,180.0,77.0,ITALY,ITA,Italy,26-30
493,Adnan Ahmed,M,26.0,174.0,70.0,EGYPT,EGY,Egypt,26-30
494,Adnan Aliev,M,24.0,182.0,85.0,BULGARIA,BUL,Bulgaria,20-25
495,Adnan Ati,M,21.0,180.0,71.0,GERMANY,GER,Germany,20-25
496,Adnan Dirjal Motar,M,20.0,183.0,82.0,IRAQ,IRQ,Iraq,20-25
497,Adnan Dirjal Motar,M,24.0,183.0,82.0,IRAQ,IRQ,Iraq,20-25
498,Adnan Dirjal Motar,M,28.0,183.0,82.0,IRAQ,IRQ,Iraq,26-30
499,Adnan Dizdar,M,31.0,186.0,85.0,YUGOSLAVIA,YUG,Serbia,30+
500,Adnan El-Khuja,M,25.0,175.0,70.0,LIBYA,LBA,Libya,20-25
501,Adogon,M,25.0,175.0,70.0,COTE D'IVOIRE,CIV,Ivory Coast,20-25
502,Adokie Amiesimaka,M,23.0,175.0,70.0,NIGERIA,NGR,Nigeria,20-25
503,"Adolf ""Addi"" Baumgarten",M,21.0,175.0,70.0,GERMANY,GER,Germany,20-25
504,Adolf Aebersold,M,27.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,26-30
505,Adolf Bergman,M,33.0,175.0,70.0,SWEDEN,SWE,Sweden,30+
506,Adolf Erik Ehrnrooth,M,43.0,176.0,56.5,FINLAND,FIN,Finland,30+
507,Adolf Fehr,M,24.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,20-25
508,Adolf Fehr,M,32.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,30+
509,Adolf Fehr,M,19.0,175.0,70.0,LIECHTENSTEIN,LIE,Liechtenstein,<20
510,Adolf Gaston Abel,M,45.0,175.0,70.0,GERMANY,GER,Germany,30+
511,Adolf Josef Bachura,M,30.0,175.0,70.0,AUSTRIA,AUT,Austria,26-30
512,Adolf Karl Josef Bhm,M,35.0,175.0,70.0,GERMANY,GER,Germany,30+
513,Adolf Karl Oskar Davids,M,44.0,175.0,70.0,GERMANY,GER,Germany,30+
514,Adolf Max Fritz Dahle,M,45.0,175.0,70.0,GERMANY,GER,Germany,30+
515,Adolfas Akelaitis,M,18.0,175.0,70.0,LITHUANIA,LTU,Lithuania,<20
516,Adolfas Aleksejnas,M,27.0,172.0,66.0,SOVIET UNION,URS,Russia,26-30
517,Adolfo Alperi Plaza,M,21.0,192.0,81.0,SPAIN,ESP,Spain,20-25
518,Adolfo Alperi Plaza,M,25.0,192.0,81.0,SPAIN,ESP,Spain,20-25
519,Adolfo Anselmo Daz Gutirrez,M,25.0,175.0,70.0,ARGENTINA,ARG,Argentina,20-25
520,Adolfo Augusto Heriberto Clouthier,M,23.0,178.0,70.0,MEXICO,MEX,Mexico,20-25
521,Adolfo Baloncieri,M,22.0,175.0,70.0,ITALY,ITA,Italy,20-25
522,Adolfo Baloncieri,M,26.0,175.0,70.0,ITALY,ITA,Italy,26-30
523,Adolfo Baloncieri,M,30.0,175.0,70.0,ITALY,ITA,Italy,26-30
524,Adolfo Belmonte Heredia,M,19.0,182.0,70.0,MEXICO,MEX,Mexico,<20
525,Adolfo Belmonte Heredia,M,23.0,182.0,70.0,MEXICO,MEX,Mexico,20-25
526,Adolfo Bocchi,M,25.0,175.0,70.0,ITALY-2,ITA,Italy,20-25
527,Adolfo Carrau,M,25.0,185.0,85.0,URUGUAY,URU,Uruguay,20-25
528,Adolfo Consolini,M,31.0,183.0,100.0,ITALY,ITA,Italy,30+
529,Adolfo Consolini,M,35.0,183.0,100.0,ITALY,ITA,Italy,30+
530,Adolfo Consolini,M,39.0,183.0,100.0,ITALY,ITA,Italy,30+
531,Adolfo Consolini,M,43.0,183.0,100.0,ITALY,ITA,Italy,30+
532,Adolfo Contoli,M,26.0,175.0,70.0,ITALY,ITA,Italy,26-30
533,Adolfo Corsi,M,25.0,175.0,70.0,ITALY,ITA,Italy,20-25
534,Adolfo Feliciano,M,30.0,179.0,70.0,PHILIPPINES,PHI,Philippines,26-30
535,Adolfo Feliciano,M,34.0,179.0,70.0,PHILIPPINES,PHI,Philippines,30+
536,Adolfo Feliciano,M,38.0,179.0,70.0,PHILIPPINES,PHI,Philippines,30+
537,Adolfo Ferrari,M,23.0,175.0,70.0,ITALY,ITA,Italy,20-25
538,Adolfo Gabriel Bisellach Porcel,M,22.0,176.0,68.0,ARGENTINA,ARG,Argentina,20-25
539,"Adolph ""Dolf"" Broese Van Groenou",M,44.0,175.0,70.0,NETHERLANDS,NED,Netherlands,30+
540,"Adolph Franz Marie ""Dolf"" Benz",M,19.0,175.0,70.0,NETHERLANDS,NED,Netherlands,<20
541,Adolph Fredrik Ture Oskarsson Cederstrm,M,25.0,175.0,70.0,SWEDEN,SWE,Sweden,20-25
542,Adolphe Ambowod,M,26.0,173.0,59.0,CENTRAL AFRICAN REPUBLIC,CAF,Central African Republic,26-30
543,Adolphe Ambowod,M,30.0,173.0,59.0,CENTRAL AFRICAN REPUBLIC,CAF,Central African Republic,26-30
544,Adolphe Bernard,M,35.0,175.0,70.0,SOCIT NAUTIQUE DE BAYONNE-2,FRA,France,30+
545,Adolphe Bernard,M,35.0,175.0,70.0,SOCIT NAUTIQUE DE BAYONNE-1,FRA,France,30+
546,Adolphe Cayron,M,21.0,175.0,70.0,FRANCE,FRA,France,20-25
547,Adolphe Dumont,M,25.0,175.0,70.0,LUXEMBOURG,LUX,Luxembourg,20-25
548,Adolphe Ren Bousquet,M,20.0,167.0,72.0,FRANCE,FRA,France,20-25
549,Adolphe Ren Bousquet,M,24.0,167.0,72.0,FRANCE,FRA,France,20-25
550,Ador,M,25.0,175.0,70.0,FRANCE,FRA,France,20-25
551,"Adriaan Walter ""Jani"" Brokke",M,23.0,175.0,70.0,NETHERLANDS ANTILLES,AHO,Curacao,20-25
552,"Adrian ""Adri"" Delgado Baches",M,26.0,184.0,83.0,BRAZIL,BRA,Brazil,26-30
553,Adrian Albert D'Souza,M,20.0,170.0,62.0,INDIA,IND,India,20-25
554,Adrian Arendt,M,27.0,197.0,92.0,ROMANIA,ROU,Romania,26-30
555,Adrian Berce,M,26.0,185.0,78.0,AUSTRALIA,AUS,Australia,26-30
556,Adrian Blair,M,20.0,166.0,62.0,AUSTRALIA,AUS,Australia,20-25
557,Adrian Blincoe,M,28.0,180.0,60.0,NEW ZEALAND,NZL,New Zealand,26-30
558,Adrian Bocki,M,26.0,174.0,62.0,POLAND,POL,Poland,26-30
559,Adrian Bucenschi,M,25.0,199.0,97.0,ROMANIA,ROU,Romania,20-25
560,Adrian Bucur,M,23.0,170.0,65.0,ROMANIA,ROU,Romania,20-25
561,Adrian Charles Ellison,M,25.0,160.0,50.0,GREAT BRITAIN,GBR,UK,20-25
562,Adrian Charles Ellison,M,33.0,160.0,50.0,GREAT BRITAIN,GBR,UK,30+
563,Adrian Cosma,M,22.0,180.0,78.0,ROMANIA,ROU,Romania,20-25
